CD,STN,ITEMNO,REGISTRATIONDATE,PASSDATE,RELEASEDATE,TIME,CPC,CONSIGNEEPIN,CONSIGNEENAME,AGENTPIN,AGENTNAME,CONSIGNORNAME,IDFNUMBER,CON,COO,CFS,HSCODE,PRODUCTDESCRIPTION,BRAND,SIZE_AH,GRADE,ITEMGROSSWEIGHT,ITEMNETWEIGHT,QUANTITY,UNIT_WEIGHT,CUSTOMSVALUE,FOBVALUE,FOBINVOICEAMOUNT,DECLARED_PRICE,FOBCURRENCYCODE,UNIT,IMPORTDUTY,EXCISEDUTY,VAT,EXPORTDUTY,TAXCOMPUTED,TAXREMITTED,DUTYRATE,VATRATE,EXCISERATE,CURRENCY,EXCHANGERATE,MESSAGE,F147_NO,F147_DESCRIPTION,F147_AMOUNT, EXTRA_UNIT_PRICE ,ADJ_PRICE
2020ICD176687,ICD,8,18-Jan-20,23-Jan-20,07-Feb-20,20,C400,P051174832U    ,PREMIER TRADING CO LTD,P051378490T    ,INDUS LOGISTICS LIMITED,"YINGDE AOKLY POWER CO.,LIMITED.",MBAIM000445793,CN ,CN ,ICD ,85071000.00,1X20 CONTAINING:-AOKLY BRAND MAINTENANCE FREE STORAGE BATTERY  N70LMF 12V 70AH.,AOKLY,,UNKNOWN,946.00,895.00,50.00,17.90,162874.20,1558.11,158448.72,3168.97,USD,u ,40719.00,0.00,45510.00,0.00,102398.00,0.00,25.00,16.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020ICD176687,ICD,3,18-Jan-20,23-Jan-20,07-Feb-20,20,C400,P051174832U    ,PREMIER TRADING CO LTD,P051378490T    ,INDUS LOGISTICS LIMITED,"YINGDE AOKLY POWER CO.,LIMITED.",MBAIM000445793,CN ,CN ,ICD ,85071000.00,1X20 CONTAINING:-AOKLY BRAND MAINTENANCE FREE STORAGE BATTERY  NS60LMF 12V 45AH.,AOKLY,,UNKNOWN,1686.00,1636.00,150.00,10.91,313779.33,3001.72,305253.61,2035.02,USD,u ,78445.00,0.00,27647.00,0.00,62206.00,0.00,25.00,16.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020ICD176687,ICD,6,18-Jan-20,23-Jan-20,07-Feb-20,20,C400,P051174832U    ,PREMIER TRADING CO LTD,P051378490T    ,INDUS LOGISTICS LIMITED,"YINGDE AOKLY POWER CO.,LIMITED.",MBAIM000445793,CN ,CN ,ICD ,85071000.00,1X20 CONTAINING:-AOKLY BRAND MAINTENANCE FREE STORAGE BATTERY  NS70LMF 12V 65AH.,AOKLY,,UNKNOWN,814.00,797.00,50.00,15.94,138235.74,1322.41,134479.71,2689.59,USD,u ,34559.00,0.00,217672.00,0.00,489763.00,0.00,25.00,16.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020ICD176687,ICD,13,18-Jan-20,23-Jan-20,07-Feb-20,20,C400,P051174832U    ,PREMIER TRADING CO LTD,P051378490T    ,INDUS LOGISTICS LIMITED,"YINGDE AOKLY POWER CO.,LIMITED.",MBAIM000445793,CN ,CN ,ICD ,85071000.00,1X20 CONTAINING:-AOKLY BRAND MAINTENANCE FREE STORAGE BATTERY  N200MF 12V 200AH.,AOKLY,,UNKNOWN,6968.00,6902.00,150.00,46.01,1088362.05,10411.64,1058789.87,7058.60,USD,u ,272091.00,0.00,61354.00,0.00,138047.00,0.00,25.00,16.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020ICD176687,ICD,2,18-Jan-20,23-Jan-20,07-Feb-20,20,C400,P051174832U    ,PREMIER TRADING CO LTD,P051378490T    ,INDUS LOGISTICS LIMITED,"YINGDE AOKLY POWER CO.,LIMITED.",MBAIM000445793,CN ,CN ,ICD ,85071000.00,1X20 CONTAINING:-AOKLY BRAND MAINTENANCE FREE STORAGE BATTERY  NS40ZMF 12V 36AH.,AOKLY,,UNKNOWN,464.00,446.00,50.00,8.92,82703.50,791.17,80456.37,1609.13,USD,u ,20676.00,0.00,20919.00,0.00,47067.00,0.00,25.00,16.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020ICD176687,ICD,4,18-Jan-20,23-Jan-20,07-Feb-20,20,C400,P051174832U    ,PREMIER TRADING CO LTD,P051378490T    ,INDUS LOGISTICS LIMITED,"YINGDE AOKLY POWER CO.,LIMITED.",MBAIM000445793,CN ,CN ,ICD ,85071000.00,1X20 CONTAINING:-AOKLY BRAND MAINTENANCE FREE STORAGE BATTERY  NS60MF 12V 45AH.,AOKLY,,UNKNOWN,562.00,546.00,50.00,10.92,104592.70,1000.57,101750.87,2035.02,USD,u ,26148.00,0.00,37757.00,0.00,84953.00,0.00,25.00,16.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020MSA7438755,MSA,1,18-Jan-20,03-Feb-20,04-Feb-20,17,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,UNIVERSAL IMPEX O/B UNO TRADING FZE,MBAIM000447669,PK ,PK ,MIT ,10063000.00,5X20FT CNERS OF PAKISTAN LONG GRAIN SELLA RICE PK386 GRADE 1 5PCT BROKEN (PART IDF) FCL/FCL,UNKNOWN,NA,1,121200.00,120000.00,120000.00,1.00,6814207.12,62880.00,6394449.55,53.29,USD,kg,2447328.00,0.00,0.00,0.00,2447328.00,0.00,35.00,0.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020MSA7452019,MSA,1,04-Feb-20,18-Feb-20,19-Feb-20,15,C400,P051780047D    ,CRANEPORT TRADING LIMITED,P000619225X    ,UNITED CLEARING COMPANY LIMITED,PAK AGRO INDUSTRIES,MBAIM000487906,PK ,PK ,MTS ,10063000.00,2X20 CONTS 1267 BAGS X 40KGS PAKISTANI LONG GRAIN WHITE RICE GRADE III,UNKNOWN,NA,3,51500.00,50680.00,50680.00,1.00,1894915.85,17231.20,1734918.20,34.23,USD,kg,1033588.00,0.00,0.00,0.00,1033588.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7680231,MSA,2,12-Nov-20,12-Nov-20,12-Nov-20,0,C400,P051916300C    ,MAYDISA TRADERS,P051311817K    ,HANGOOL INVESTMENT GROUP LIMITED,FRIEN DLINE GENERAL TRADING LLC,MBAIM000491836,AE ,CN ,FOC ,85071000.00,CAR BATTERY,UNKNOWN,,MV,2500.00,2500.00,1500.00,1.67,500746.31,4500.00,490526.55,327.02,USD,u ,125187.00,0.00,99564.00,0.00,241799.00,0.00,25.00,14.00,0.00,USD,109.01,NA,2020MSA1628645,IDF Fees (2%),94778.00,,
2020ICD173013,ICD,1,07-Jan-20,13-Jan-20,14-Jan-20,7,C400,P051579714N    ,ANYTIME LIMITED,P051378490T    ,INDUS LOGISTICS LIMITED,SUNSHINE ENTERPRISES,MBAIM000530671,IN ,IN ,ICD ,10064000.00,6X20 CONTAINING LONG GRAIN PARBOILED INDIAN RICE BRAND:KENYA KING    TRHU3999460 HASU1517231 MRKU9012794 ,KENYA KING,NA,UNKNOWN,162600.00,162000.00,162000.00,1.00,6839673.57,55890.00,5648176.33,34.87,USD,kg,3303893.00,0.00,0.00,0.00,3303893.00,0.00,35.00,0.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020MSA7499737,MSA,1,04-Apr-20,09-Apr-20,28-Apr-20,24,C400,P051111321X    ,KRISH COMMODITIES LIMITED,P051098038F    ,TURNER FREIGHTERS LIMITED,MATCO FOODS LIMITED,MBAIM000546020,PK ,PK ,IIL ,10063000.00,PAKISTAN LONG GRAIN RICE MAX 3-5 PERCENT BROKEN,UNKNOWN,NA,UNKNOWN,104229.00,104000.00,104000.00,1.00,7572917.40,67960.00,7150391.01,68.75,USD,kg,2650521.00,0.00,0.00,0.00,2650521.00,0.00,35.00,0.00,0.00,USD,105.21,NA,NA,NA,NA,,
2020MSA7476731,MSA,1,05-Mar-20,07-Mar-20,10-Mar-20,5,C400,P051111321X    ,KRISH COMMODITIES LIMITED,P051098038F    ,TURNER FREIGHTERS LIMITED,M/S MATCO FOODS LTD,MBAIM000546020,PK ,PK ,CCF ,10063000.00,PAKISTAN LONG GRAIN RICE MAX 3-5 PERCENT BROKEN,UNKNOWN,NA,UNKNOWN,104229.00,104000.00,104000.00,1.00,7276118.32,67960.00,6869559.90,66.05,USD,kg,2546641.00,0.00,0.00,0.00,2546641.00,0.00,35.00,0.00,0.00,USD,101.08,NA,NA,NA,NA,,
2020MSA7435218,MSA,1,15-Jan-20,22-Jan-20,24-Jan-20,9,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,UNIVERSAL IMPEX CARE OF UNO TRADING FZE,MBAIM000577407,PK ,PK ,MIT ,10063000.00,5X20FT CNERS OF PAKISTAN LONG GRAIN SELLA RICE PK386 GRADE 1 5PCT BROKEN FCL/FCL,UNKNOWN,NA,1,125600.00,125000.00,125000.00,1.00,7098132.13,65500.00,6660884.95,53.29,USD,kg,2549300.00,0.00,0.00,0.00,2549300.00,0.00,35.00,0.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020MSA7681799,MSA,4,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODEL NO. EAM HW HC620D31R,AMARON,,UNKNOWN,1707.00,1630.00,90.00,18.11,405398.44,3673.80,400465.88,4449.62,USD,u ,101350.00,0.00,422216.00,0.00,1025381.00,0.00,25.00,14.00,0.00,USD,109.01,NA,NA,NA,NA,,
2020MSA7681799,MSA,16,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODEL NO.EKN  HL00095D26L,AMARON,,UNKNOWN,11380.00,10866.00,600.00,18.11,2412660.21,21864.00,2383305.00,3972.17,USD,u ,603165.00,0.00,27111.00,0.00,65841.00,0.00,25.00,14.00,0.00,USD,109.49,NA,NA,NA,NA,,
2020MSA7681799,MSA,1,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODEL NO.EKN AB 566112061,AMARON,,UNKNOWN,1897.00,1811.00,100.00,18.11,499547.79,4527.00,493469.71,4934.70,USD,u ,124887.00,0.00,89194.00,0.00,216613.00,0.00,25.00,14.00,0.00,USD,109.01,NA,NA,NA,NA,,
2020MSA7681799,MSA,6,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODEL NO.EAM EF 00090D23L,AMARON,,UNKNOWN,2276.00,2173.00,120.00,18.11,509677.94,4618.80,503476.45,4195.64,USD,u ,127419.00,0.00,14313.00,0.00,34760.00,0.00,25.00,14.00,0.00,USD,109.21,NA,NA,NA,NA,,
2020MSA7681799,MSA,8,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEADACID STORAGE BATTERIES 12V MODEL NO.EKN HL 00105D31L,AMARON,,UNKNOWN,2731.00,2608.00,144.00,18.11,661190.61,5991.84,653145.91,4535.74,USD,u ,165298.00,0.00,580504.00,0.00,1409795.00,0.00,25.00,14.00,0.00,USD,109.01,NA,NA,NA,NA,,
2020MSA7681799,MSA,13,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODEL NO.EKN HL 00055B24L,AMARON,,UNKNOWN,21243.00,20283.00,1120.00,18.11,3317165.07,30060.80,3276804.56,2925.72,USD,u ,829291.00,0.00,128126.00,0.00,311163.00,0.00,25.00,14.00,0.00,USD,109.21,NA,NA,NA,NA,,
2020MSA7681799,MSA,2,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODEL NO.EXX AB 580122073,AMARON,,UNKNOWN,1422.00,1358.00,75.00,18.11,439049.24,3978.75,433707.22,5782.76,USD,u ,109762.00,0.00,168886.00,0.00,410152.00,0.00,25.00,14.00,0.00,USD,109.01,NA,NA,NA,NA,,
2020MSA7681799,MSA,15,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODEL NO.EKN HL 00095D26R,AMARON,,UNKNOWN,4552.00,4346.00,240.00,18.11,965064.13,8745.60,953322.00,3972.17,USD,u ,241266.00,0.00,3959.00,0.00,9615.00,0.00,25.00,14.00,0.00,USD,109.49,NA,NA,NA,NA,,
2020MSA7681799,MSA,3,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODELEKN AG 600109090,AMARON,,UNKNOWN,1422.00,1358.00,75.00,18.11,501120.31,4541.25,495023.04,6600.31,USD,u ,125280.00,0.00,63703.00,0.00,154707.00,0.00,25.00,14.00,0.00,USD,109.01,NA,NA,NA,NA,,
2020MSA7681799,MSA,7,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12 V MODEL NO.  EAM TT CR00200TT,AMARON,,UNKNOWN,569.00,543.00,30.00,18.10,364017.80,3298.80,359588.66,11986.29,USD,u ,91004.00,0.00,80179.00,0.00,194721.00,0.00,25.00,14.00,0.00,USD,109.01,NA,NA,NA,NA,,
2020MSA7681799,MSA,12,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODEL NO.EKN HL 00042B20L,AMARON,,UNKNOWN,3793.00,3622.00,200.00,18.11,458167.15,4152.00,452592.50,2262.96,USD,u ,114542.00,0.00,34500.00,0.00,83785.00,0.00,25.00,14.00,0.00,USD,109.01,NA,NA,NA,NA,,
2020MSA7681799,MSA,5,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODEL NO.EKN HW  HC150D04R,AMARON,,UNKNOWN,1214.00,1159.00,64.00,18.11,568939.38,5155.84,562016.98,8781.52,USD,u ,142235.00,0.00,108478.00,0.00,263447.00,0.00,25.00,14.00,0.00,USD,109.01,NA,NA,NA,NA,,
2020MSA7681799,MSA,10,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODEL NO. EKN GO 00095D31R,AMARON,,UNKNOWN,2731.00,2608.00,144.00,18.11,619876.25,5617.44,612334.10,4252.32,USD,u ,154969.00,0.00,94919.00,0.00,230517.00,0.00,25.00,14.00,0.00,USD,109.01,NA,NA,NA,NA,,
2020MSA7681799,MSA,11,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODEL NO.EKNGO 00095D31L,AMARON,,UNKNOWN,2390.00,2282.00,126.00,18.11,542391.73,4915.26,535792.34,4252.32,USD,u ,135598.00,0.00,329875.00,0.00,801126.00,0.00,25.00,14.00,0.00,USD,111.16,NA,NA,NA,NA,,
2020MSA7681799,MSA,14,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON  LEAD ACID STORAGE BATTERIES 12V MODEL NO.EAM NHW NT180D04L,AMARON,,UNKNOWN,607.00,580.00,32.00,18.13,372748.42,3377.92,368213.21,11506.66,USD,u ,93187.00,0.00,4720.00,0.00,11462.00,0.00,25.00,14.00,0.00,USD,109.49,NA,NA,NA,NA,,
2020MSA7681799,MSA,9,13-Nov-20,20-Nov-20,23-Nov-20,10,C400,P051117056Y    ,EXACT MARKETING SERVICES LIMITED,P051147704U    ,GLOBAL BUSINESS COMMANDERS LIMITED,AMARA RAJA BATTERIES LTD,MBAIM000584430,IN ,IN ,MIT ,85071000.00,3X20FT STC NEW AMARON LEAD ACID STORAGE BATTERIES 12V MODEL.EKN HL 00105D31R,AMARON,,UNKNOWN,2390.00,2282.00,126.00,18.11,578541.82,5242.86,571502.67,4535.74,USD,u ,144635.00,0.00,1456342.00,0.00,3536831.00,0.00,25.00,14.00,0.00,USD,109.21,NA,NA,NA,NA,,
2020MSA7452453,MSA,1,04-Feb-20,18-Feb-20,20-Feb-20,16,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,UNIVERSAL IMPEX CARE OF UNO TRADING FZE,MBAIM000619291,PK ,PK ,MIT ,10063000.00,4X20FT CNERS OF PAKISTAN LONG GRAIN RICE 5PCT BROKEN C9 RAW GRADE 1 FCL/FCL,UNKNOWN,NA,1,100730.00,100000.00,100000.00,1.00,5652466.00,52000.00,5235604.40,52.36,USD,kg,2039440.00,0.00,0.00,0.00,2039440.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7438734,MSA,1,18-Jan-20,28-Jan-20,30-Jan-20,12,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,NOBLE TRADERS,MBAIM000620678,PK ,PK ,MIT ,10063000.00,13X20FT CNER OF PAKISTAN LONG GRAIN WHITE RICE 15PCT BROKEN SILKY POLISHED SORTEXED CROP 2019 GRADE 2 (PART IDF) FCL/FCL,UNKNOWN,NA,2,352264.00,351000.00,351000.00,1.00,14527556.90,129870.00,13206856.92,37.63,USD,kg,7158434.00,0.00,0.00,0.00,7158434.00,0.00,35.00,0.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020MSA7454949,MSA,1,07-Feb-20,18-Feb-20,20-Feb-20,13,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,BUKSHI RICE MILLS ,MBAIM000620678,PK ,PK ,MIT ,10063000.00,17X20FT CNERS OF PAKISTAN LONG GRAIN WHITE RICE 15PCT BRKOKEN GRADE 2 IN 25KG BAGS FCL/FCL,UNKNOWN,NA,2,460652.00,459000.00,459000.00,1.00,18809266.91,169830.00,17099282.60,37.25,USD,kg,9361030.00,0.00,0.00,0.00,9361030.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7457029,MSA,1,10-Feb-20,22-Feb-20,29-Feb-20,19,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,IRFAN NOMAN BROTHERS (PVT) LIMITED,MBAIM000620678,PK ,PK ,MIT ,10063000.00,19X20FT CNERS OF PAKISTAN LONG GRAIN WHITE RICE 15PCT BROKEN SILKY POLISHED SORTEXED CROP YEAR 2019 GRADE 2 (PART IDF) FCL/FCL,UNKNOWN,NA,2,514847.00,513000.00,513000.00,1.00,21022121.84,189810.00,19110962.91,37.25,USD,kg,10462327.00,0.00,0.00,0.00,10462327.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7465755,MSA,1,21-Feb-20,09-Mar-20,10-Mar-20,18,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,IRFAN NOMAN BROTHERS PVT LIMITED,MBAIM000620678,PK ,PK ,MIT ,10063000.00,19X20FT CNERS OF PAKISTAN LONG GRAIN WHITE RICE 15PCT BROKEN SILKY POLISHED SORTEXED CROP YEAR 2019 GRADE 2 (PART IDF) FCL/FCL,UNKNOWN,NA,2,514334.00,513000.00,513000.00,1.00,21020869.09,189810.00,19109956.91,37.25,USD,kg,10462327.00,0.00,0.00,0.00,10462327.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7432197,MSA,1,11-Jan-20,22-Jan-20,24-Jan-20,13,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,NOBLE TRADERS KARACHI PAKISTAN,MBAIM000620678,PK ,PK ,MIT ,10063000.00,25X20FT CNERS OF PAKISTAN LONG GRAIN WHITE RICE 15PCT BROKEN GRADE 2 SILKY POLISHED SORTEXED CROP 2019 (PART IDF) FCL/FCL,UNKNOWN,NA,2,677430.00,675000.00,675000.00,1.00,27763433.78,249750.00,25239435.30,37.39,USD,kg,13766220.00,0.00,0.00,0.00,13766220.00,0.00,35.00,0.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020MSA7454903,MSA,1,07-Feb-20,18-Feb-20,20-Feb-20,13,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,BUKSHI RICE MILLS ,MBAIM000620678,PK ,PK ,MIT ,10063000.00,20X20FT CNERS OF PAKISTAN LONG GRAIN WHITE RICE 15PCT BROKEN GRADE 2 IN 25KG BAGS FCL/FCL,UNKNOWN,NA,2,541944.00,540000.00,540000.00,1.00,22128549.30,199800.00,20116803.06,37.25,USD,kg,11012976.00,0.00,0.00,0.00,11012976.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7455580,MSA,1,07-Feb-20,26-Feb-20,27-Feb-20,20,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,GARIBSONS (PVT) LTD,MBAIM000620868,PK ,PK ,MIT ,10063000.00,10X20FT CNERS OF PAKISTAN LONG GRAIN WHITE RICE 5PCT BROKEN MAX (IRRI-6) GRADE 1 (PART IDF) FCL/FCL,UNKNOWN,NA,1,271188.00,270000.00,270000.00,1.00,11607973.65,105300.00,10602098.91,39.27,USD,kg,5506488.00,0.00,0.00,0.00,5506488.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7455606,MSA,1,07-Feb-20,22-Feb-20,25-Feb-20,18,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,GARIBSONS (PVT) LTD,MBAIM000620868,PK ,PK ,MIT ,10063000.00,20X20FT CNERS OF PAKISTAN LONG GRAIN WHITE RICE 5PCT BROKEN MAX (IRRI-6) GRADE 1 (PART IDF) FCL/FCL,UNKNOWN,NA,1,541620.00,540000.00,540000.00,1.00,23215947.30,210600.00,21204197.82,39.27,USD,kg,11012976.00,0.00,0.00,0.00,11012976.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7455623,MSA,1,07-Feb-20,26-Feb-20,27-Feb-20,20,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,GARIBSONS (PVT) LTD,MBAIM000620868,PK ,PK ,MIT ,10063000.00,27X20FT CNERS OF PAKISTAN LONG GRAIN WHITE RICE 5PCT BROKEN MAX (IRRI-6) GRADE 1 (PART IDF) FCL/FCL,UNKNOWN,NA,1,732208.00,729000.00,729000.00,1.00,31341528.86,284310.00,28625667.06,39.27,USD,kg,14867518.00,0.00,0.00,0.00,14867518.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7455590,MSA,1,07-Feb-20,21-Feb-20,24-Feb-20,17,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,GARIBSONS (PVT) LTD,MBAIM000620868,PK ,PK ,MIT ,10063000.00,17X20FT CNERS OF PAKISTAN LONG GRAIN WHITE RICE 5PCT BROKEN MAX (IRRI-6) GRADE 1 (PART IDF) FCL/FCL,UNKNOWN,NA,1,460377.00,459000.00,459000.00,1.00,19733555.21,179010.00,18023568.15,39.27,USD,kg,9361030.00,0.00,0.00,0.00,9361030.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7452511,MSA,1,04-Feb-20,19-Feb-20,20-Feb-20,16,C400,P051148624Z    ,PHOENIX GLOBAL KENYA LIMITED,P051107777J    ,MITCHELL COTTS FREIGHT K LIMITED,UNIVERSAL IMPEX CARE OF UNO TRADING FZE,MBAIM000621000,PK ,PK ,MIT ,10063000.00,2X20FT CNERS OF PAKISTAN LONG GRAIN PARBOILED RICE 5PCT BROKEN C9 SELLA GRADE 1 FCL/FCL,PARBOILED RICE,NA,1,50280.00,50000.00,50000.00,1.00,2851467.25,26250.00,2642973.38,52.86,USD,kg,1019720.00,0.00,0.00,0.00,1019720.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
