CD,STN,ITEMNO,REGISTRATIONDATE,PASSDATE,RELEASEDATE,TIME,CPC,CONSIGNEEPIN,CONSIGNEENAME,AGENTPIN,AGENTNAME,CONSIGNORNAME,IDFNUMBER,CON,COO,CFS,z,PRODUCTDESCRIPTION,BRAND,SIZE_AH,GRADE,ITEMGROSSWEIGHT,ITEMNETWEIGHT,QUANTITY,UNIT_WEIGHT,CUSTOMSVALUE,FOBVALUE,FOBINVOICEAMOUNT,DECLARED_PRICE,AVG_PRICE,FOBCURRENCYCODE,UNIT,IMPORTDUTY,EXCISEDUTY,VAT,EXPORTDUTY,TAXCOMPUTED,TAXREMITTED,DUTYRATE,VATRATE,EXCISERATE,CURRENCY,EXCHANGERATE
2020MSA7696383,MSA,1,07-Dec-20,11-Dec-20,11-Dec-20,4,C400,P051819873E    ,PICEA COMMODITIES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,MARVEL AGRO COMMODITIES,0MBAIM000550033,PK ,PK ,BFT ,10063000,PAKISTAN LONG GRAIN WHITE RICE AND PARBOILED RICE GRADE-1 MAK BRAND,PARBOILED RICE,NA,1,104416,104000,104000,1,4812648,41194,4579199,44,,USD,kg,2312170,0,0,0,2312170,0,35,0,0,USD,111
2020MSA7700347,MSA,1,11-Dec-20,11-Dec-20,11-Dec-20,0,C400,P051738885G    ,LAWEE COMPANY LIMITED,P051428436I    ,TIDAL LOGISTICS LIMITED,CIM SHIPPING INC,0MBAIM000560164,PK ,PK ,MIT ,10063000,"PAKISTAN LONG GRAIN  PARBOILED RICE GRADE I ,PACKED IN BAGS OF 25KGS , BRAND-BARAF/SANA/YABAL",PARBOILED RICE,NA,1,261919,260000,260000,1,11242925,93600,10404744,40,,USD,kg,5780424,0,0,0,5780424,0,35,0,0,USD,111
2020MSA7695469,MSA,1,04-Dec-20,10-Dec-20,11-Dec-20,7,C400,P000633979I    ,NAUSHAD TRADING COMPANY LTD,P051099824J    ,GOLDEN FREIGHT SERVICES,AWAMI AGRO COMMODITIES,0MBAIM000569652,PK ,PK ,AUT ,10063000,PAKISTAN LONG GRAIN WHITE RICE GRADE II TWIGY BRAND / GOLDY RICE BRAND,TWIGY ,NA,2,182546,182000,182000,1,10590177,90740,9989086,55,,USD,kg,4007076,0,0,0,4007076,0,35,0,0,USD,110
2020MSA7688539,MSA,5,25-Nov-20,27-Nov-20,27-Nov-20,2,C400,P051754828N    ,DANS MOTOR BIKE SPARE PARTS LIMITED,P051187017T    ,SPEED TRACK CARGO FORWARDERS LIMITED,GUANGZHOU ASENX INTERNATIONAL CO LTD,0MBAIM000571835,CN ,CN ,BFT ,85071000,12N7BL BATTERY,UNKNOWN,,UNKNOWN,3453,3453,2500,1,395361,3250,355850,142,,USD,u ,98840,0,6274,0,15237,0,25,14,0,USD,109
2020MSA7697856,MSA,17,08-Dec-20,08-Dec-20,08-Dec-20,0,C400,P051866362V    ,PIHAVUS TRADERS,P051436231Y    ,SUBUKIA HOLDINGS K LIMITED,"GUANGZHOU JINGLING TRADE CO.,LTD",0MBAIM000573074,CN ,CN ,MIT ,85071000,CAR BATTERY,UNKNOWN,,MV,2340,2340,1100,2,718104,6050,672529,611,,USD,u ,179526,0,23332,0,64996,41664,25,14,0,EUR,135
2020MSA7707157,MSA,1,21-Dec-20,22-Dec-20,22-Dec-20,1,C400,P051648143M    ,APIRAN INTERNATIONAL LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,SHREE RATHI RICE MILL,0MBAIM000578224,IN ,IN ,BFT ,10063000,INDIAN LONG GRAIN WHITE RICE GRADE-1 MAARUFU BRAND,MAARUFU,NA,1,260940,260000,260000,1,11154916,93600,10452480,40,,USD,kg,5806944,0,0,0,5806944,0,35,0,0,USD,112
2020MSA7705546,MSA,1,18-Dec-20,22-Dec-20,23-Dec-20,5,C400,P051648143M    ,APIRAN INTERNATIONAL LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,SHREE RATHI RICE MILL,0MBAIM000578754,IN ,IN ,MIT ,10063000,INDIAN LONG GRAIN WHITE RICE GRADE-1 MAARUFU BRAND ,MAARUFU,NA,1,260940,260000,260000,1,11029782,93600,10444000,40,,USD,kg,5802212,0,0,0,5802212,0,35,0,0,USD,112
2020MSA7700235,MSA,1,11-Dec-20,14-Dec-20,14-Dec-20,3,C400,P051648143M    ,APIRAN INTERNATIONAL LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,MANEK RATHI AGRI PRODUCTS,0MBAIM000579047,IN ,IN ,CNT ,10063000,INDIAN LONG GRAIN WHITE RICE GRADE-1 MAARUFU BRAND,MAARUFU,NA,1,260940,260000,260000,1,10988364,93600,10404744,40,,USD,kg,5780424,0,0,0,5780424,0,35,0,0,USD,111
2020MSA7688505,MSA,18,25-Nov-20,25-Nov-20,26-Nov-20,1,C400,P051916300C    ,MAYDISA TRADERS,P051311817K    ,HANGOOL INVESTMENT GROUP LIMITED,FRIEND LINE GENERAL TRADING LLC,0MBAIM000613695,AE ,CN ,FOC ,85071000,BATTERY,UNKNOWN,,UNKNOWN,420,420,50,8,100526,900,98543,1971,,USD,u ,25131,0,39083,0,94917,0,25,14,0,USD,109
2020MSA7702854,MSA,10,15-Dec-20,15-Dec-20,15-Dec-20,0,C400,P051916303F    ,LIXMANTLE INVESTMENTS,P051311817K    ,HANGOOL INVESTMENT GROUP LIMITED,UNITED GLORY HOLDINGS LIMITED,0MBAIM000626728,CN ,CN ,FOC ,85071000,BATTERY,UNKNOWN,,UNKNOWN,160,160,20,8,69079,600,66697,3335,,USD,u ,17270,0,43637,0,105976,0,25,14,0,USD,112
2020MSA7710969,MSA,4,29-Dec-20,29-Dec-20,29-Dec-20,0,C400,P051706508H    ,VIKALI ENTERPRISES LIMITED,P051146413N    ,BENELI FREIGHTERS LIMITED,WEISHLONG MOTORCYCLE SPARE PARTS HONG,0MBAIM000631187,CN ,CN ,BFT ,85071000,BATTERY,UNKNOWN,,UNKNOWN,1763,1763,1000,2,195811,1700,185110,185,,USD,u ,48953,0,66493,0,161483,0,25,14,0,USD,109
2020MSA7705723,MSA,57,18-Dec-20,18-Dec-20,23-Dec-20,5,C400,P051776201E    ,JIYUAN COMPANY LTD,P051234813P    ,SONGHONG FREIGHT SERVICES LIMITED,"TAIWAN JIAJIAMEI TRADE CO., LIMITED",0MBAIM000631334,CN ,CN ,CNT ,85071000,MOTORCYCLE BATTERY,UNKNOWN,,MOTORCYCLE,1350,1300,896,1,148504,1299,144966,162,,USD,u ,37126,0,63244,0,153593,0,25,14,0,USD,112
2020MSA7696483,MSA,1,07-Dec-20,08-Dec-20,08-Dec-20,1,C400,P051859697Z    ,SAGA COMMODITIES LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,SANA INTERNATIONAL,0MBAIM000639183,PK ,PK ,BFT ,10063000,"PAKISTAN LONG GRAIN RICE GRADE 2,BRAND:AGAA",AGAA,NA,2,51146,50640,50640,1,2086955,17724,1970232,39,,USD,kg,1125849,0,0,0,1125849,0,35,0,0,USD,111
2020MSA7706349,MSA,1,19-Dec-20,21-Dec-20,22-Dec-20,3,C400,P051859697Z    ,SAGA COMMODITIES LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,SANA INTERNATIONAL,0MBAIM000639183,PK ,PK ,BFT ,10063000,"PAKISTAN LONG GRAIN RICE GRADE 2,BRAND:AGAA",AGAA,NA,2,104624,104000,104000,1,4299216,36400,4061556,39,,USD,kg,2320885,0,0,0,2320885,0,35,0,0,USD,112
2020MSA7701553,MSA,13,14-Dec-20,14-Dec-20,14-Dec-20,0,C400,P051955859E    ,DRIGOP TRADERS,P051311817K    ,HANGOOL INVESTMENT GROUP LIMITED,UNITED GLORY HOLDINGS LIMITED,0MBAIM000648384,CN ,CN ,FOC ,85071000,CAR BATTERIES,UNKNOWN,,MV,1450,1450,150,10,268487,2350,261230,1742,,USD,u ,67122,0,146796,0,356505,0,25,14,0,USD,111
2020MSA7702048,MSA,5,14-Dec-20,14-Dec-20,14-Dec-20,0,C400,P051896549B    ,VIRISHA TRADERS,P051311817K    ,HANGOOL INVESTMENT GROUP LIMITED,GUANGZHOU JINGLING TRADE CO.LTD,0MBAIM000651760,CN ,CN ,FOC ,85071000,CAR BATTERY,UNKNOWN,,MV,2000,2000,840,2,161960,1420,157850,188,,USD,u ,40490,0,25988,0,63114,0,25,14,0,USD,112
2020MSA7696412,MSA,1,07-Dec-20,09-Dec-20,10-Dec-20,3,C400,P051699090B    ,GULF BAKERS LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AD FINE,0MBAIM000654474,PK ,PK ,AUT ,10063000,PAKISTAN LONG GRAIN RICE GRADE-1 MR CHEF BRAND,MR CHEF,NA,1,121050,120000,120000,1,5338555,45600,5068978,42,,USD,kg,2667888,0,0,0,2667888,0,35,0,0,USD,111
2020MSA7705733,MSA,11,18-Dec-20,18-Dec-20,23-Dec-20,5,C400,P051760908D    ,BIZBAN LIMITED,P051437832H    ,SUNRISE INVESTMENT GROUP LIMITED,HK XINLIHANG LOCOMOTIVE PARTS AND COMPON,0MBAIM000658770,CN ,CN ,BFT ,85071000,BATTERY,UNKNOWN,,UNKNOWN,520,520,200,3,44076,360,40169,201,,USD,u ,11019,0,231733,0,562780,0,25,14,0,USD,112
2020MSA7707123,MSA,31,21-Dec-20,22-Dec-20,24-Dec-20,3,C400,P051303889L    ,THREE M AND V SIX MOTORBIKE K LIMITED,P051234813P    ,SONGHONG FREIGHT SERVICES LIMITED,"GUANGZHOU ASENX INTERNATIONAL CO., LTD",0MBAIM000676767,CN ,CN ,CNT ,85071000,MOTORCYCLE SPARE PARTS - BATTERY      ,UNKNOWN,,MOTORCYCLE,1900,1825,1500,1,272734,2370,264447,176,,USD,u ,68183,0,15438,0,37492,0,25,14,0,USD,107
2020MSA7696743,MSA,1,07-Dec-20,10-Dec-20,14-Dec-20,7,C400,P051774077S    ,JCD KENYA LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,JATLEE COMMODITIES DMCC,0MBAIM000689072,PK ,PK ,CNT ,10063000,PAKISTAN LONG GRAIN RICE GRADE-3 MCHELE SAFARI BRAND,SAFARI,NA,3,260780,260000,260000,1,10265811,87100,9682193,37,,USD,kg,5780424,0,0,0,5780424,0,35,0,0,USD,111
2020MSA7702801,MSA,1,15-Dec-20,15-Dec-20,15-Dec-20,0,C400,P051814372M    ,BURDURAS COMMODITIES LTD,P051501541P    ,TRANSMAIL INTERNATIONAL LIMITED,AD FINE ,0MBAIM000700240,PK ,PK ,BFT ,10063000,2x20 STC PAKISTAN LONG GRAIN RICE GRADE 1 MUNIR BRAND  PACKING IN 25 KG COTTON BAGS,MUNIR,NA,1,52416,52000,52000,1,2208188,18720,2088800,40,,USD,kg,1160442,0,0,0,1160442,0,35,0,0,USD,112
2020MSA7702466,MSA,11,15-Dec-20,15-Dec-20,15-Dec-20,0,C400,P051916300C    ,MAYDISA TRADERS,P051311817K    ,HANGOOL INVESTMENT GROUP LIMITED,FRIEND LINE GENERAL TRADING LLC,0MBAIM000704787,AE ,CN ,FOC ,85071000,CAR BATTERY,UNKNOWN,,MV,2100,2100,600,4,512177,4500,502115,837,,USD,u ,128044,0,7172,0,17417,0,25,14,0,USD,112
2020MSA7713115,MSA,1,31-Dec-20,05-Jan-21,05-Jan-21,5,C400,P051785914M    ,SIMBA RICE LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,R B INTERNATIONAL,0MBAIM000724682,PK ,PK ,BFT ,10063000,"PAKISTAN LONG GRAIN WHITE RICE GRADE1,BRAND:SIMBA",SIMBA,NA,1,130416,130000,130000,1,5384512,46800,5095968,39,,USD,kg,2831088,0,0,0,2831088,0,35,0,0,USD,109
2020MSA7703445,MSA,1,16-Dec-20,17-Dec-20,18-Dec-20,2,C400,P051785914M    ,SIMBA RICE LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,R.B INTERNATIONAL,0MBAIM000724682,PK ,PK ,BFT ,10063000,"PAKISTAN LONG GRAIN WHITE RICE GRADE 1,BRAND:SIMBA",SIMBA,NA,1,130416,130000,130000,1,5517680,46800,5222000,40,,USD,kg,2901106,0,0,0,2901106,0,35,0,0,USD,112
2020MSA7713097,MSA,1,31-Dec-20,11-Jan-21,11-Jan-21,11,C400,P051785914M    ,SIMBA RICE LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,RICECO INDUSTRIES,0MBAIM000736175,PK ,PK ,BFT ,10063000,"PAKISTAN LONG GRAIN RICE GRADE 1,BRAND:SIMBA",SIMBA,NA,1,130625,130000,130000,1,5384512,46800,5095968,39,,USD,kg,2831088,0,0,0,2831088,0,35,0,0,USD,109
2020MSA7712045,MSA,1,30-Dec-20,04-Jan-21,04-Jan-21,5,C400,P051460270W    ,STAR AFRICA LIMIETED,P051437914D    ,AIR MENZIES INTERNATIONAL,MARVI ENTERPRISE,0MBAIM000736322,PK ,PK ,AUT ,10063000,"PAKISTAN LONG GRAIN RICE GRADE-1 MAHARAJA 25KG,SMILE 10KG, AL MAHAL 10KG AND GRADE-2 SMILE 25KG,LAL PREMIUM 25KG",UNKNOWN,NA,2,322710,321000,321000,1,13044238,113310,12338122,38,,USD,kg,6990610,0,0,0,6990610,0,35,0,0,USD,109
2020MSA7703431,MSA,1,16-Dec-20,22-Dec-20,22-Dec-20,6,C400,P051785914M    ,SIMBA RICE LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,"R,B INTERNATIONAL",0MBAIM000742313,PK ,PK ,BFT ,10063000,"PAKISTAN LONG GRAIN PARBOILED RICE GRADE1,BRAND:SIMBA",PARBOILED RICE,NA,1,260832,260000,260000,1,11029782,93600,10444000,40,,USD,kg,5802212,0,0,0,5802212,0,35,0,0,USD,112
2020MSA7711870,MSA,1,30-Dec-20,06-Jan-21,07-Jan-21,8,C400,P051694855U    ,DM COMMODITIES K LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,PAK ARAB FOOD INDUSTRIES,0MBAIM000744339,PK ,PK ,AUT ,10063000,PAKISTAN LONG GRAIN WHITE RICE GRADE-1 MK BRAND,MK,NA,1,417445,416000,416000,1,17221726,149760,16307097,39,,USD,kg,9059482,0,0,0,9059482,0,35,0,0,USD,109
2020MSA7711091,MSA,1,29-Dec-20,05-Jan-21,05-Jan-21,7,C400,P051603286K    ,ASIA AGRO COMMODITIES,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,SCM AGROTECH ENTERPRISES PRIVATE LIMITED,0MBAIM000755737,IN ,IN ,BFT ,10063000,INDIAN LONG GRAIN WHITE RICE GRADE 1 BRAND:JOLI ECO,JOLI,NA,1,208600,208000,208000,1,9064926,79040,8606523,41,,USD,kg,4529741,0,0,0,4529741,0,35,0,0,USD,109
2020MSA7709994,MSA,1,28-Dec-20,28-Dec-20,28-Dec-20,0,C400,P051603286K    ,ASIA AGRO COMMODITIES,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,SCM AGROTECH ENTERPRISES PRIVATE LIMITED,0MBAIM000755737,IN ,IN ,BFT ,10063000,"INDIAN LONG GRAIN WHITE RICE GRADE 1,BRAND:JOLI ECO",JOLI,NA,1,260750,260000,260000,1,11619472,98800,11033174,42,,USD,kg,5806944,0,0,0,5806944,0,35,0,0,USD,112
2020ICD260899,ICD,5,30-Dec-20,30-Dec-20,30-Dec-20,0,C400,P051760908D    ,BIZBAN LIMITED,P051335340W    ,JOPUKA LOGISTIC LIMITED,HENG TAI CHANG TRADING LIMITED,0MBAIM000777848,CN ,CN ,ICD ,85071000,MOTORCYCLE 12V7N BATTERY,UNKNOWN,,MOTORCYCLE,930,900,300,3,70027,600,65333,218,,USD,u ,17507,0,28891,0,70164,0,25,14,0,USD,107
2020MSA7710220,MSA,1,28-Dec-20,30-Dec-20,31-Dec-20,3,C400,P051666678C    ,PAYLES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AD FINE,0MBAIM000796567,PK ,PK ,BFT ,10063000,PAKISTAN LONG GRAIN RICE GRADE-1 SAFIR BRAND ,SAFIR,NA,1,131040,130000,130000,1,5809736,49400,5516587,42,,USD,kg,2903472,0,0,0,2903472,0,35,0,0,USD,112
2020MSA7707748,MSA,1,22-Dec-20,24-Dec-20,24-Dec-20,2,C400,P051622777Z    ,EDIBLE FOODS DISTRIBURORS LIMITED,P051428436I    ,TIDAL LOGISTICS LIMITED,JATLEE COMMODITIES PVT LTD,0MBAIM000820420,PK ,PK ,MIT ,10063000,"PAKISTAN LONG GRAIN RICE GRADE 1,BRAND:MUMTAZ",MUMTAZ,NA,1,78234,78000,78000,1,3315542,28080,3135744,40,,USD,kg,1742083,0,0,0,1742083,0,35,0,0,USD,112
2020MSA7710660,MSA,1,28-Dec-20,04-Jan-21,05-Jan-21,8,C400,P051743291N    ,ASLI-LEILA ENTERPRISES,P051437914D    ,AIR MENZIES INTERNATIONAL,LAAR PRIVATE LIMITED,0MBAIM000821409,PK ,PK ,MTC ,10063000,PAKISTAN LONG GRAIN RICE GRADE-1 SULTAN BRAND,SULTAN,NA,1,52160,52000,52000,1,2152716,18720,2038387,39,,USD,kg,1132435,0,0,0,1132435,0,35,0,0,USD,109
2020MSA7710026,MSA,1,28-Dec-20,30-Dec-20,30-Dec-20,2,C400,P051603286K    ,ASIA AGRO COMMODITIES,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,SCM AGROTECH ENTERPRISES PRIVATE LIMITED,0MBAIM000862410,IN ,IN ,BFT ,10063000,"INDIAN LONG GRAIN WHITE RICE GRADE 1,BRAND:BAMBOU",BAMBOU,NA,1,260700,260000,260000,1,11619472,98800,11033174,42,,USD,kg,5806944,0,0,0,5806944,0,35,0,0,USD,112
2020MSA7448265,MSA,1,30-Jan-20,03-Feb-20,04-Feb-20,5,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,19MBAIM00026145,IN ,IN ,RLC ,10063000,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF 19MBAIM000261452),UNKNOWN,NA,2,52160,52000,52000,1,2892966,26572,2682584,52,,USD,kg,1060509,0,0,0,1060509,0,35,0,0,USD,101
2020MSA7452639,MSA,1,04-Feb-20,06-Feb-20,10-Feb-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,19MBAIM00064264,PK ,PK ,RLC ,10063000,PAKISTAN LONG GRAIN WHITE RICE GRADE 3 (IDF 19MBAIM000642647 PART),UNKNOWN,NA,3,561792,560000,560000,1,21698423,193200,19452284,35,,USD,kg,11420864,0,0,0,11420864,0,35,0,0,USD,101
2020MSA7452598,MSA,1,04-Feb-20,07-Feb-20,10-Feb-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,19MBAIM00064264,PK ,PK ,RLC ,10063000,PAKISTAN LONG GRAIN WHITE RICE GRADE 3 (IDF 19MBAIM000642647 PART),UNKNOWN,NA,3,561792,560000,560000,1,21697315,193200,19452284,35,,USD,kg,11420864,0,0,0,11420864,0,35,0,0,USD,101
2020MSA7452568,MSA,1,04-Feb-20,07-Feb-20,10-Feb-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,19MBAIM00064264,PK ,PK ,RLC ,10063000,PAKISTAN LONG GRAIN WHITE RICE GRADE 3 (IDF 19MBAIM000642647 PART),UNKNOWN,NA,3,561344,560000,560000,1,21471479,190960,19226750,34,,USD,kg,11420864,0,0,0,11420864,0,35,0,0,USD,101
2020MSA7452667,MSA,1,04-Feb-20,07-Feb-20,10-Feb-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,19MBAIM00064264,PK ,PK ,RLC ,10063000,PAKISTAN LONG GRAIN WHITE RICE GRADE 3 (IDF 19MBAIM000642647 PART),UNKNOWN,NA,3,561344,560000,560000,1,21471479,190960,19226750,34,,USD,kg,11420864,0,0,0,11420864,0,35,0,0,USD,101
2020MSA7452616,MSA,1,04-Feb-20,06-Feb-20,10-Feb-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,19MBAIM00064264,PK ,PK ,RLC ,10063000,PAKISTAN LONG GRAIN WHITE RICE GRADE 3 (IDF 19MBAIM000642647 PART),UNKNOWN,NA,3,561792,560000,560000,1,21697315,193200,19452284,35,,USD,kg,11420864,0,0,0,11420864,0,35,0,0,USD,101
2020MSA7436453,MSA,1,16-Jan-20,22-Jan-20,23-Jan-20,7,C400,P000633979I    ,NAUSHAD TRADING COMPANY LTD,P051099824J    ,GOLDEN FREIGHT SERVICES,NOBLE TRADERS,19MBAIM00068414,PK ,PK ,AWD ,10063000,PAKISTAN LONG GRAIN  WHITE RICE IRRI-6 GRADE III :FIVE STAR BRAND,FIVE STAR,NA,3,417165,416000,416000,1,16498672,149760,15229529,37,,USD,kg,8484070,0,0,0,8484070,0,35,0,0,USD,102
2020MSA7430750,MSA,1,09-Jan-20,15-Jan-20,16-Jan-20,7,C400,P000633979I    ,NAUSHAD TRADING COMPANY LTD,P051362111H    ,GREENBELT LOGISTICS LIMITED,TRANSTRADE INTERNATIONAL,19MBAIM00373270,PK ,PK ,AWD ,10063000,PAKISTAN LONG GRAIN IRRI 6 WHITE RICE GRADE III :FIVE STAR BRAND,FIVE STAR,NA,3,260884,260000,260000,1,9616774,87360,8828497,34,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,101
2020ICD216028,ICD,31,02-Jul-20,09-Jul-20,09-Jul-20,7,C400,P051404765G    ,SHAMAS MOTOR PARTS LIMITED,P051155205N    ,GLOBAL FREIGHT LOGISTICS LTD,AFK TRADING LIMITED,20EMKIM00009237,JP ,JP ,ICD ,85071000,"1 X 40 FT CNER STC  1    PKG  WITH  HYBRID BATTERY ,MAKER.KEIHIN, MODEL.IB000-R8K-153, NUMBER 7940-169649   -  ASSORTED USED M V SPARE PARTS FOR TOYOTA/NISSAN/MITSUBISHI  CHILD UCR202002194949 ICMS IDF  20EMKIM000092371",UNKNOWN,,UNKNOWN,22,22,1,22,5344,5000,4977,4977,,JPY,u ,1336,0,64393,0,156383,0,25,14,0,USD,108
2020MSA7482101,MSA,1,12-Mar-20,17-Mar-20,18-Mar-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,20MBAIM00007816,IN ,IN ,RLC ,10063000,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000078160 PART),UNKNOWN,NA,2,521352,520000,520000,1,22627185,199680,20497731,39,,USD,kg,10605088,0,0,0,10605088,0,35,0,0,USD,103
2020MSA7511314,MSA,1,22-Apr-20,04-May-20,05-May-20,13,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00007816,IN ,IN ,RLC ,10063000,INDIAN LONG GRAIN WHITE RICE - GRADE 2 (IDF NO. 20MBAIM000078160 PART),UNKNOWN,NA,2,521352,520000,520000,1,23431732,199680,21226563,41,,USD,kg,10605088,0,0,0,10605088,0,35,0,0,USD,106
2020MSA7497881,MSA,1,02-Apr-20,03-Apr-20,07-Apr-20,5,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00011674,IN ,IN ,RLC ,10063000,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000116749 PART),UNKNOWN,NA,2,521352,520000,520000,1,22643951,194480,20462155,39,,USD,kg,10605088,0,0,0,10605088,0,35,0,0,USD,105
2020MSA7497921,MSA,1,02-Apr-20,03-Apr-20,07-Apr-20,5,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00011674,IN ,IN ,RLC ,10063000,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF 20MBAIM000116749 PART),UNKNOWN,NA,2,521352,520000,520000,1,22643951,194480,20462155,39,,USD,kg,10605088,0,0,0,10605088,0,35,0,0,USD,105
2020MSA7567564,MSA,1,01-Jul-20,01-Jul-20,07-Jul-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00015927,IN ,IN ,RLC ,10063000,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000159270 PART),FALCON,NA,2,130250,130000,130000,1,5777729,49010,5224956,40,,USD,kg,2651272,0,0,0,2651272,0,35,0,0,USD,107
2020MSA7574271,MSA,1,08-Jul-20,16-Jul-20,16-Jul-20,8,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00015927,IN ,IN ,RLC ,10063000,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000159270 PART),UNKNOWN,NA,2,130250,130000,130000,1,5786183,49010,5232597,40,,USD,kg,2651272,0,0,0,2651272,0,35,0,0,USD,107
2020MSA7567581,MSA,1,01-Jul-20,01-Jul-20,07-Jul-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00015927,IN ,IN ,RLC ,10063000,INDIAN LONG GRAIN WHITE RICE - GRADE 2 (IDF NO. 20MBAIM000159270 PART),FALCON,NA,2,260500,260000,260000,1,11555351,98020,10449912,40,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,107
2020MSA7574264,MSA,1,08-Jul-20,10-Jul-20,15-Jul-20,7,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,20MBAIM00015927,IN ,IN ,RLC ,10063000,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000159270 PART),FALCON,NA,2,130250,130000,130000,1,5786183,49010,5232597,40,,USD,kg,2651272,0,0,0,2651272,0,35,0,0,USD,107
2020MSA7574343,MSA,1,08-Jul-20,16-Jul-20,16-Jul-20,8,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00015927,IN ,IN ,RLC ,10063000,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000159270 PART),UNKNOWN,NA,2,130250,130000,130000,1,5786183,49010,5232597,40,,USD,kg,2651272,0,0,0,2651272,0,35,0,0,USD,107
